Movement Id,Item Id,Canonical Name,Lot Id,From Location Id,To Location Id,Movement Type,Quantity,Movement At,Case Id,Source System
MOVE-20260708-000212,INV-DISP-PULSE_LAVAGE_TIP,Pulse Lavage Tip,LOT-DISP-PULSE_LAVAGE_TIP-04,,LOC-STOCK-05,receipt,8,02/07/2026 08:05,,Manual Theatre Stocktake
MOVE-20260708-000213,INV-IMPL-GLENOSPHERE_COMPONENT,Glenosphere Component,LOT-IMPL-GLENOSPHERE_COMPONENT-01,LOC-STOCK-01,LOC-THEATRE-04, issue , 1 ,20/06/2026 22:48,CASE-243668,ScanTrack Theatre Inventory
MOVE-20260708-000214,INV-DISP-ARTHROSCOPY_SHAVER_BLADE_5_5MM,Arthroscopy Shaver Blade 5.5mm,LOT-DISP-ARTHROSCOPY_SHAVER_BLADE_5_5MM-01,LOC-STOCK-02,LOC-THEATRE-03,issue, 5 ,19/06/2026 03:02,CASE-243957,ERP Materials Management
MOVE-20260708-000215,INV-IMPL-1ST_MTP_FUSION_PLATE,1st MTP Fusion Plate,LOT-IMPL-1ST_MTP_FUSION_PLATE-02,N/A,LOC-STOCK-03, receipt ,1,01/07/2026 00:29,N/A,Manual Theatre Stocktake
MOVE-20260708-000216,INV-IMPL-TIBIAL_BASEPLATE,Tibial Baseplate,LOT-IMPL-TIBIAL_BASEPLATE-02,LOC-STOCK-03,LOC-THEATRE-03,waste, 6 ,30/06/2026 05:52,N/A,ScanTrack Theatre Inventory
MOVE-20260708-000217,INV-IMPL-CPCS_STEM,CPCS Stem,LOT-IMPL-CPCS_STEM-02,LOC-STOCK-03,LOC-THEATRE-04,issue,4,09/06/2026 22:53,CASE-246444,ERP Materials Management
MOVE-20260708-000218,INV-SUTU-MONOCRYL_5_0,Monocryl 5-0,LOT-SUTU-MONOCRYL_5_0-01,LOC-STOCK-05,LOC-THEATRE-04,issue,3,19/06/2026 15:42,CASE-245212,ScanTrack Theatre Inventory
MOVE-20260708-000219,INV-CONS-BLADDER_SYRINGE,Bladder Syringe,LOT-CONS-BLADDER_SYRINGE-01,LOC-STOCK-04,LOC-THEATRE-01,issue,3,15/06/2026 01:14,CASE-241939,ScanTrack Theatre Inventory
MOVE-20260708-000220,INV-SUTU-MONOCRYL_5_0,Monocryl 5-0,LOT-SUTU-MONOCRYL_5_0-01,LOC-STOCK-05,LOC-THEATRE-03, waste , 3 ,23/06/2026 07:51,,ERP Materials Management
MOVE-20260708-000221,INV-DRAP-HIP_FRACTURE_DRAPE_PACK,Hip Fracture Drape Pack,LOT-DRAP-HIP_FRACTURE_DRAPE_PACK-02,N/A,LOC-STOCK-04,receipt, 7 ,07/07/2026 11:24,N/A, ScanTrack Theatre Inventory 
MOVE-20260708-000222,INV-SUTU-NYLON_4_0,Nylon 4-0,LOT-SUTU-NYLON_4_0-03,,LOC-STOCK-04,receipt,2,11/06/2026 23:27,,Manual Theatre Stocktake
MOVE-20260708-000223,INV-INST-MEDACTA_SHOULDER_SYSTEM_MSS, Medacta Shoulder System (MSS) ,LOT-INST-MEDACTA_SHOULDER_SYSTEM_MSS-01,,LOC-STOCK-04,adjustment,3,17/06/2026 08:26,N/A,ScanTrack Theatre Inventory
MOVE-20260708-000224,INV-SUTU-TIGERWIRE_2,TigerWire #2,LOT-SUTU-TIGERWIRE_2-01,N/A,LOC-STOCK-04, adjustment , 3 ,27/06/2026 02:10,,ScanTrack Theatre Inventory
MOVE-20260708-000225,INV-CONS-SAW_BLADE_CONMED_X_1_REF_5071_,Saw Blade (Conmed) x 1 Ref#5071-201,LOT-CONS-SAW_BLADE_CONMED_X_1_REF_5071_-02,LOC-STOCK-02,LOC-THEATRE-02,issue,7,26/06/2026 03:30,CASE-240847,Manual Theatre Stocktake
MOVE-20260708-000226,INV-DRAP-HAND_AND_FOOT_APERTURE_DRAPE_P,Hand and Foot Aperture Drape Pack,LOT-DRAP-HAND_AND_FOOT_APERTURE_DRAPE_P-01,N/A,LOC-STOCK-05,return, 1 ,08/06/2026 22:43,N/A,ScanTrack Theatre Inventory
MOVE-20260708-000227,INV-DRAP-PLASTIC_U_DRAPE,Plastic U drape,LOT-DRAP-PLASTIC_U_DRAPE-03,N/A,LOC-STOCK-03,receipt,2,03/07/2026 03:03,N/A,ERP Materials Management
MOVE-20260708-000228,INV-DISP-ARTHROSCOPY_SHAVER_BLADE_4_0MM,Arthroscopy Shaver Blade 4.0mm,LOT-DISP-ARTHROSCOPY_SHAVER_BLADE_4_0MM-01,LOC-STOCK-02,LOC-THEATRE-02,issue,2,04/07/2026 11:29,CASE-248097, Manual Theatre Stocktake 
MOVE-20260708-000229,INV-CONS-IRRIGATION_FLUID_0_9_SALINE_3L,Irrigation Fluid 0.9% Saline 3L,LOT-CONS-IRRIGATION_FLUID_0_9_SALINE_3L-03,LOC-STOCK-04,LOC-THEATRE-04,issue,1,19/06/2026 04:05,CASE-241205,Manual Theatre Stocktake
MOVE-20260708-000230,INV-SUTU-SUTURETAPE_1_3MM,SutureTape 1.3mm,LOT-SUTU-SUTURETAPE_1_3MM-04,,LOC-STOCK-03,receipt, 7 ,20/06/2026 22:08,,Manual Theatre Stocktake
MOVE-20260708-000231,INV-SUTU-TIGERWIRE_2,TigerWire #2,LOT-SUTU-TIGERWIRE_2-02,,LOC-STOCK-04,return,3,29/06/2026 19:37,,Manual Theatre Stocktake
MOVE-20260708-000232,INV-INST-CONMED_POWERTOOLS_WITH_TRINKLE,Conmed PowerTools with Trinkle,LOT-INST-CONMED_POWERTOOLS_WITH_TRINKLE-01,N/A,LOC-STOCK-04,return,1,02/07/2026 15:59,N/A,Manual Theatre Stocktake
MOVE-20260708-000233,INV-DISP-DISPOSABLE_SAW_BLADE_OSCILLATI,Disposable Saw Blade – Oscillating,LOT-DISP-DISPOSABLE_SAW_BLADE_OSCILLATI-01,LOC-STOCK-04,LOC-THEATRE-01,issue,3,14/06/2026 06:07,CASE-244169,ERP Materials Management
MOVE-20260708-000234,INV-CONS-GAUZE_SWABS_10X10,Gauze Swabs 10x10,LOT-CONS-GAUZE_SWABS_10X10-02,LOC-STOCK-03,LOC-THEATRE-01,transfer,3,28/06/2026 03:45,, Manual Theatre Stocktake 
MOVE-20260708-000235,INV-DRAP-SHOULDER_ARTHROSCOPY_DRAPE_PAC,Shoulder Arthroscopy Drape Pack,LOT-DRAP-SHOULDER_ARTHROSCOPY_DRAPE_PAC-01,,LOC-STOCK-04,return,1,23/06/2026 02:15,N/A,ERP Materials Management
MOVE-20260708-000236,INV-CONS-SAW_BLADE_CONMED_X_1_REF_5071_,Saw Blade (Conmed) x 1 Ref#5071-201,LOT-CONS-SAW_BLADE_CONMED_X_1_REF_5071_-01,N/A,LOC-STOCK-04,receipt,3,25/06/2026 19:44,,Manual Theatre Stocktake
MOVE-20260708-000237,INV-IMPL-INTRAMEDULLARY_FEMORAL_NAIL,Intramedullary Femoral Nail,LOT-IMPL-INTRAMEDULLARY_FEMORAL_NAIL-02,LOC-STOCK-01,LOC-THEATRE-01,issue,6,12/06/2026 21:38,CASE-244822, Manual Theatre Stocktake 
MOVE-20260708-000238,INV-IMPL-R3_ACETABULAR_CUP_COMPONENT,R3 Acetabular Cup Component,LOT-IMPL-R3_ACETABULAR_CUP_COMPONENT-01,LOC-STOCK-01,LOC-THEATRE-04,issue, 4 ,26/06/2026 14:50,CASE-242833, ERP Materials Management 
MOVE-20260708-000239,INV-DRES-MELOLIN,Melolin,LOT-DRES-MELOLIN-01,,LOC-STOCK-01,return,5,20/06/2026 02:56,, ERP Materials Management 
MOVE-20260708-000240,INV-SUTU-NYLON_3_0,Nylon 3-0,LOT-SUTU-NYLON_3_0-01,LOC-STOCK-01,LOC-THEATRE-03,waste,3,28/06/2026 15:11,,ScanTrack Theatre Inventory
MOVE-20260708-000241,INV-IMPL-MALLEOLAR_SCREWS,Malleolar Screws,LOT-IMPL-MALLEOLAR_SCREWS-01,LOC-STOCK-04,LOC-THEATRE-04,issue,7,10/06/2026 20:39,CASE-244451,Manual Theatre Stocktake
MOVE-20260708-000242,INV-SUTU-SUTURETAPE_1_3MM,SutureTape 1.3mm,LOT-SUTU-SUTURETAPE_1_3MM-02,,LOC-STOCK-01, receipt ,7,18/06/2026 11:05,N/A,ERP Materials Management
MOVE-20260708-000243,INV-SUTU-FIBERWIRE_5,FiberWire #5,LOT-SUTU-FIBERWIRE_5-02,LOC-STOCK-01,LOC-THEATRE-01,issue,8,30/06/2026 09:20,CASE-240553,ScanTrack Theatre Inventory
MOVE-20260708-000244,INV-CONS-SUCTION_TUBING,Suction Tubing,LOT-CONS-SUCTION_TUBING-01,LOC-STOCK-05,LOC-THEATRE-03,transfer,6,19/06/2026 20:57,N/A,ERP Materials Management
MOVE-20260708-000245,INV-DRAP-SHOULDER_ARTHROSCOPY_DRAPE_PAC, Shoulder Arthroscopy Drape Pack ,LOT-DRAP-SHOULDER_ARTHROSCOPY_DRAPE_PAC-01,N/A,LOC-STOCK-04,receipt,6,18/06/2026 11:00,N/A,ERP Materials Management
MOVE-20260708-000246,INV-DISP-DISPOSABLE_TROCAR_SET,Disposable Trocar Set,LOT-DISP-DISPOSABLE_TROCAR_SET-01,LOC-STOCK-03,LOC-THEATRE-02,issue,6,21/06/2026 01:43,CASE-242376, Manual Theatre Stocktake 
MOVE-20260708-000247,INV-DRAP-SPINE_SURGICAL_DRAPE_PACK,Spine Surgical Drape Pack,LOT-DRAP-SPINE_SURGICAL_DRAPE_PACK-01,,LOC-STOCK-02,receipt,1,23/06/2026 00:48,N/A,ERP Materials Management
MOVE-20260708-000248,INV-IMPL-GLENOSPHERE_COMPONENT,Glenosphere Component,LOT-IMPL-GLENOSPHERE_COMPONENT-02,LOC-STOCK-04,LOC-THEATRE-03,transfer,4,12/06/2026 10:33,,ERP Materials Management
MOVE-20260708-000249,INV-DISP-SCALPEL_BLADE_15,Scalpel Blade #15,LOT-DISP-SCALPEL_BLADE_15-02,LOC-STOCK-02,LOC-THEATRE-02,issue,4,03/07/2026 07:36,CASE-249190, Manual Theatre Stocktake 
MOVE-20260708-000250,INV-DRES-STERI_STRIPS_12MM,Steri-Strips 12mm,LOT-DRES-STERI_STRIPS_12MM-02,LOC-STOCK-03,LOC-THEATRE-01,transfer, 7 ,18/06/2026 04:39,N/A,Manual Theatre Stocktake
